Trường đào tạo,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
KTS - Trường Đại Học Kiến Trúc TPHCM,7580101DL,Kiến trúc (DL),V00; V01; V02,22.15,Đào tạo tại cơ sở Đà Lạt
KTS - Trường Đại Học Kiến Trúc TPHCM,7580102,Kiến trúc cảnh quan,V00; V01; V02,23.4,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580105,Quy hoạch vùng và đô thị,V00; V01; V02,23.12,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580105CLC,Quy hoạch vùng và đô thị (CLC),V00; V01; V02,22.32,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580108,Thiết kế nội thất,V00; V01; V02,23.91,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580108CT,Thiết kế nội thất (CT),V00; V01; V02,21.81,Đào tạo tại cơ sở Cần Thơ
KTS - Trường Đại Học Kiến Trúc TPHCM,7580199,Thiết kế đô thị (CT tiên tiến),V00; V01; V02,21.39,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580201,Kỹ thuật xây dựng,A00; A01; C01; C02,21.2,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580201CLC,Kỹ thuật xây dựng (CLC),A00; A01; C01; C02,21.2,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580201CT,Kỹ thuật xây dựng (CT),A00; A01; C01; C02,17.35,Đào tạo tại cơ sở Cần Thơ
KTS - Trường Đại Học Kiến Trúc TPHCM,7580201DL,Kỹ thuật xây dựng (DL),A00; A01; C01; C02,15.95,Đào tạo tại cơ sở Đà Lạt
KTS - Trường Đại Học Kiến Trúc TPHCM,7580210,Kỹ thuật cơ sở hạ tầng,A00; A01; C01; D01,18.8,
KTS - Trường Đại Học Kiến Trúc TPHCM,7580302,Quản lý xây dựng,A00; A01; C01; C02,22.5,
HCA - Học Viện Chính Trị Công An Nhân Dân,7310202,Xây dựng Đảng và chính quyền nhà nước,A01; C00; C03; D01,19.97,"Nam, phía Bắc (Mã bài thi CA1)"
QSY - Trường Đại học Khoa học sức khỏe TPHCM,7720101,Y khoa,B00,26.4,
QSY - Trường Đại học Khoa học sức khỏe TPHCM,7720115,Y học cổ truyền,B00,24.24,
QSY - Trường Đại học Khoa học sức khỏe TPHCM,7720201,Dược học,A00; B00,25.31,
QSY - Trường Đại học Khoa học sức khỏe TPHCM,7720301,Điều dưỡng,B00,22.6,
QSY - Trường Đại học Khoa học sức khỏe TPHCM,7720501,Răng - Hàm - Mặt,B00,26.33,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7220201,Ngôn ngữ Anh,D01; D09; D14; D15,34.5,"Thang điểm 40, TA nhân hệ số 2"
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7220201_WE2,Ngôn ngữ Anh (Chương trình liên kết với ĐH West of England) (2+2),D01; D09; D14; D15,30,"Thang điểm 40, TA nhân hệ số 2"
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7220201_WE3,Ngôn ngữ Anh (Chương trình liên kết với ĐH West of England) (3+1),D01; D09; D14; D15,30,"Thang điểm 40, TA nhân hệ số 2"
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7220201_WE4,Ngôn ngữ Anh (Chương trình liên kết với ĐH West of England) (4+0),D01; D09; D14; D15,30,"Thang điểm 40, TA nhân hệ số 2"
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7310101,Kinh tế (Phân tích dữ liệu trong kinh tế),A00; A01; D01; D07,23.25,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340101,Quản trị kinh doanh,A00; A01; D01; D07,22.5,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340101_AND,Quản trị kinh doanh (Chương trình liên kết với ĐH Andrews) (4+0),A00; A01; D01; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340101_AU,Quản trị kinh doanh (Chương trình liên kết với ĐH Công nghệ Auckland) (1+2/1.5+1.5),A00; A01; D01; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340101_LU,Quản trị kinh doanh (Chương trình liên kết với ĐH Lakehead) (2+2),A00; A01; D01; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340101_NS,Quản trị kinh doanh (Chương trình liên kết với ĐH New South Wales) (2+2),A00; A01; D01; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340101_SY,Quản trị kinh doanh (Chương trình liên kết với ĐH Sydney) (2+2),A00; A01; D01; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340101_UH,Quản trị kinh doanh (Chương trình liên kết với ĐH Houston) (2+2),A00; A01; D01; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340101_WE,Quản trị kinh doanh (Chương trình liên kết với ĐH West of England) (2+2),A00; A01; D01; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340101_WE4,Quản trị kinh doanh (Chương trình liên kết với ĐH West of England) (4+0),A00; A01; D01; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340115,Marketing,A00; A01; D01; D07,23,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340201,Tài chính – Ngân hàng,A00; A01; D01; D07,22.5,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340201_MQ,Tài chính (Chương trình liên kết với ĐH Macquarie) (2+1),A00; A01; D01; D07,20,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340301,Kế toán,A00; A01; D01; D07,22.5,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7340301_MQ,Kế toán (Chương trình liên kết với ĐH Macquarie) (2+1),A00; A01; D01; D07,20,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7420201,Công nghệ sinh học,A00; B00; B08; D07,20.5,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7420201_WE2,Công nghệ sinh học (Chương trình liên kết với ĐH West of England) (2+2),A00; B00; B08; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7420201_WE4,Công nghệ sinh học định hướng Y Sinh (Chương trình liên kết với ĐH West of England) (4+0),A00; B00; B08; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7440112,Hóa học (Hóa sinh),A00; B00; B08; D07,19,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7460108,Khoa học dữ liệu,A00; A01,24,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7460112,Toán ứng dụng (Kỹ thuật Tài chính và Quản trị rủi ro),A00; A01,20,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7460201,Thống kê (Thống kê ứng dụng),A00; A01,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7480101,Khoa học máy tính,A00; A01,24,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7480101_WE2,Khoa học máy tính (Chương trình liên kết với ĐH West of England) (2+2),A00; A01,21,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7480201,Công nghệ thông tin,A00; A01,24,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7480201_SB,Công nghệ thông tin (Chương trình liên kết với ĐH SUNY Binghamton) (2+2),A00; A01,21,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7480201_WE4,Công nghệ thông tin (Chương trình liên kết với ĐH West of England) (4+0),A00; A01,21,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7510605,Logistics và Quản lý chuỗi cung ứng,A00; A01; D01,24,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7520118,Kỹ thuật hệ thống công nghiệp,A00; A01; D01,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7520118_SB,Kỹ thuật hệ thống công nghiệp (Chương trình liên kết với ĐH SUNY Binghamton) (2+2),A00; A01; D01,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7520121,Kỹ thuật không gian (Phân tích và ứng dụng dữ liệu lớn),A00; A01; A02; D01,21,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7520207,Kỹ thuật điện tử – viễn thông,A00; A01; B00; D01,21,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7520207_SB,Kỹ thuật điện tử (Chương trình liên kết với ĐH SUNY Binghamton) (2+2),A00; A01; B00; D01,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7520207_WE,Kỹ thuật điện tử – viễn thông (Chương trình liên kết với ĐH West of England) (2+2),A00; A01; B00; D01,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7520212,Kỹ thuật y sinh,A01; B00; B08; D07,21,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7520216,Kỹ thuật điều khiển và tự động hóa,A00; A01; B00; D01,21.5,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7520301,Kỹ thuật hóa học,A00; A01; B00; D07,19.5,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7540101,Công nghệ thực phẩm,A00; A01; B00; D07,19,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7580201,Kỹ thuật xây dựng,A00; A01; D07,18,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7580201_DK,Kỹ thuật xây dựng (Chương trình liên kết với ĐH Deakin) (2+2),A00; A01; D07,16.5,
QSQ - Trường Đại Học Quốc Tế - ĐHQG TPHCM,7580302,Quản lý xây dựng,A00; A01; D01; D07,18,
THV - Trường Đại Học Hùng Vương,7140201,Giáo dục Mầm non,M00; M01; M07; M09,33.47,"Học lực lớp 12 đạt Giỏi, x2 năng khiếu"
THV - Trường Đại Học Hùng Vương,7140202,Giáo dục Tiểu học,A00; C00; C19; D01,28.13,Học lực lớp 12 đạt Giỏi
THV - Trường Đại Học Hùng Vương,7140206,Giáo dục Thể chất,T00; T02; T05; T07,34,"Học lực lớp 12 đạt khá trở lên, x2 năng khiếu"
THV - Trường Đại Học Hùng Vương,7140209,Sư phạm Toán học,A00; A01; D01; D84,26.5,Học lực lớp 12 đạt Giỏi
THV - Trường Đại Học Hùng Vương,7140217,Sư phạm Ngữ văn,C00; C19; D14; C20,28.44,Học lực lớp 12 đạt Giỏi
THV - Trường Đại Học Hùng Vương,7140221,Sư phạm Âm nhạc,N00; N01,33,"Học lực lớp 12 đạt khá trở lên, x2 năng khiếu"
THV - Trường Đại Học Hùng Vương,7140231,Sư phạm Tiếng Anh,D01; D11; D14; D15,26.6,Học lực lớp 12 đạt Giỏi
THV - Trường Đại Học Hùng Vương,7220201,Ngôn ngữ Anh,D01; D11; D14; D15,19,
THV - Trường Đại Học Hùng Vương,7220204,Ngôn ngữ Trung Quốc,D01; D04; D45; D15,21,
THV - Trường Đại Học Hùng Vương,7310101,Kinh tế,A00; A01; A09; D01,18,
THV - Trường Đại Học Hùng Vương,7340101,Quản trị kinh doanh,A00; A01; A09; D01,18,
THV - Trường Đại Học Hùng Vương,7340201,Tài chính - Ngân hàng,A00; A01; A09; D01,18,
THV - Trường Đại Học Hùng Vương,7340301,Kế toán,A00; A01; A09; D01,18,
THV - Trường Đại Học Hùng Vương,7480201,Công nghệ thông tin,A00; A01; A10; D01,18,
THV - Trường Đại Học Hùng Vương,7510201,Công nghệ Kỹ thuật Cơ khí,A00; A01; A10; D01,18,
THV - Trường Đại Học Hùng Vương,7510301,"Công nghệ Kỹ thuật điện, điện tử",A00; A01; D01; D01,18,
THV - Trường Đại Học Hùng Vương,7640101,Thú y,A00; B00; D07; D08,18,
THV - Trường Đại Học Hùng Vương,7720301,Điều dưỡng,A00; B00; D07; D08,19,Học lực lớp 12 đạt khá trở lên
THV - Trường Đại Học Hùng Vương,7760101,Công tác xã hội,C00; C20; D01; D15,18,
THV - Trường Đại Học Hùng Vương,7810103,Quản trị dịch vụ du lịch và lữ hành,C00; C20; D01; D15,18,
THP - Trường Đại Học Hải Phòng,7140201,Giáo dục Mầm non,M00; M01; M03; M04,21.5,
THP - Trường Đại Học Hải Phòng,7140202,Giáo dục Tiểu học,A00; C01; C02; D01,24.5,
THP - Trường Đại Học Hải Phòng,7140206,Giáo dục Thể chất,T00; T01,29,Năng khiếu nhân 2
THP - Trường Đại Học Hải Phòng,7140209,Sư phạm Toán học,A00; A01; C01; D01,25.75,
THP - Trường Đại Học Hải Phòng,7140217,Sư phạm Ngữ văn,C00; D01; D14; D15,26.5,
THP - Trường Đại Học Hải Phòng,7140231,Sư phạm Tiếng Anh,A01; D01; D06; D15,33.5,Ngoại ngữ nhân 2
THP - Trường Đại Học Hải Phòng,7220201,Ngôn ngữ Anh,A01; D01; D06; D15,28.25,Ngoại ngữ nhân 2
THP - Trường Đại Học Hải Phòng,7220204,Ngôn ngữ Trung Quốc,D01; D03; D04; D06,31,Ngoại ngữ nhân 2
THP - Trường Đại Học Hải Phòng,7310101,Kinh tế,A00; A01; C01; D01,20.5,
THP - Trường Đại Học Hải Phòng,7310630,Việt Nam học,C00; D01; D06; D15,17,
THP - Trường Đại Học Hải Phòng,7340101,Quản trị kinh doanh,A00; A01; C01; D01,20,
THP - Trường Đại Học Hải Phòng,7340122,Thương mại điện tử,A00; A01; C01; D01,19,
THP - Trường Đại Học Hải Phòng,7340201,Tài chính - Ngân hàng,A00; A01; C01; D01,19.5,
THP - Trường Đại Học Hải Phòng,7340301,Kế toán,A00; A01; C01; D01,20,
THP - Trường Đại Học Hải Phòng,7380101,Luật,A00; C00; C03; D01,24.5,
THP - Trường Đại Học Hải Phòng,7480201,Công nghệ thông tin,A00; A01; C01; D01,19,
THP - Trường Đại Học Hải Phòng,7510103,Công nghệ kỹ thuật xây dựng,A00; A01; C01; D01,17,
THP - Trường Đại Học Hải Phòng,7510202,Công nghệ chế tạo máy,A00; A01; C01; D01,17,
THP - Trường Đại Học Hải Phòng,7510203,Công nghệ kỹ thuật cơ điện tử,A00; A01; C01; D01,18,
THP - Trường Đại Học Hải Phòng,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; A16; C01,18,
THP - Trường Đại Học Hải Phòng,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00; A01; A16; C01,17,
THP - Trường Đại Học Hải Phòng,7580101,Kiến trúc,A00; A01; D01; V01,17,
THP - Trường Đại Học Hải Phòng,7760101,Công tác xã hội,C00; D01; D14; D15,17,
THP - Trường Đại Học Hải Phòng,7810103,Quản trị dịch vụ du lịch và lữ hành,C00; D01; D06; D15,23.5,
HCP - Học Viện Chính Sách và Phát Triển,7220201,Ngôn ngữ Anh,A01; D01; D07; D10,33.05,Thang điểm 40
HCP - Học Viện Chính Sách và Phát Triển,7310101,Kinh tế,A00; A01; D01; D07,24.83,
HCP - Học Viện Chính Sách và Phát Triển,7310105,Kinh tế phát triển,A00; A01; C02; D01,25.43,
HCP - Học Viện Chính Sách và Phát Triển,7310106,Kinh tế quốc tế,A00; A01; D01; D07,25.01,
HCP - Học Viện Chính Sách và Phát Triển,7310106_1,Kinh tế đối ngoại chất lượng cao giảng dạy bằng Tiếng Anh,A01; D01; D07; D10,32.85,Thang điểm 40
HCP - Học Viện Chính Sách và Phát Triển,7310109,Kinh tế số,A00; A01; D01; D07,25.43,
HCP - Học Viện Chính Sách và Phát Triển,7310205,Quản lý nhà nước,C00; A01; D01; D09,25.57,
HCP - Học Viện Chính Sách và Phát Triển,7340101,Quản trị kinh doanh,A00; A01; D01; D07,24.68,
HCP - Học Viện Chính Sách và Phát Triển,7340101_1,Quản trị kinh doanh chất lượng cao giảng dạy bằng Tiếng Anh,A01; D01; D07; D10,33.33,Thang điểm 40
HCP - Học Viện Chính Sách và Phát Triển,7340201,Tài chính - Ngân hàng,A00; A01; D01; D07,25.26,
HCP - Học Viện Chính Sách và Phát Triển,7340201_1,Tài chính chất lượng cao giảng dạy bằng Tiếng Anh,A01; D01; D07; D10,33.3,Thang điểm 40
HCP - Học Viện Chính Sách và Phát Triển,7340301,Kế toán,A00; A01; D01; D07,25.84,
HCP - Học Viện Chính Sách và Phát Triển,7380107,Luật kinh tế,C00; A01; D01; D09,27.43,
MHN - Trường Đại Học Mở Hà Nội,7210403,Thiết kế đồ họa,H00; H01; H06,22.38,
MHN - Trường Đại Học Mở Hà Nội,7210404,Thiết kế thời trang,H00; H01; H06,19.75,
MHN - Trường Đại Học Mở Hà Nội,7220201,Ngôn ngữ Anh,D01,32.03,
MHN - Trường Đại Học Mở Hà Nội,7220204,Ngôn ngữ Trung Quốc,D01; D04,33.19,
MHN - Trường Đại Học Mở Hà Nội,7340101,Quản trị kinh doanh,A00; A01; D01,23.52,
MHN - Trường Đại Học Mở Hà Nội,7340122,Thương mại điện tử,A00; A01; D01,24.91,
MHN - Trường Đại Học Mở Hà Nội,7340201,Tài chính - Ngân hàng,A00; A01; D01,23.48,
MHN - Trường Đại Học Mở Hà Nội,7340204,Bảo hiểm,A00; A01; D01,20.5,
MHN - Trường Đại Học Mở Hà Nội,7340301,Kế toán,A00; A01; D01,23.75,
MHN - Trường Đại Học Mở Hà Nội,7380101,Luật,A00; D01,23.77,
MHN - Trường Đại Học Mở Hà Nội,7380101,Luật,C00,25.52,
MHN - Trường Đại Học Mở Hà Nội,7380107,Luật kinh tế,C00,26.12,
MHN - Trường Đại Học Mở Hà Nội,7380107,Luật kinh tế,A00; D01,24.12,
MHN - Trường Đại Học Mở Hà Nội,7380108,Luật quốc tế,C00,25.24,
MHN - Trường Đại Học Mở Hà Nội,7380108,Luật quốc tế,A00; D01,22.99,
MHN - Trường Đại Học Mở Hà Nội,7420201,Công nghệ sinh học,B00; A00; D07,17,
MHN - Trường Đại Học Mở Hà Nội,7480201,Công nghệ thông tin,A00; A01; D01,22.95,
MHN - Trường Đại Học Mở Hà Nội,7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00; A01; D01,22.05,
MHN - Trường Đại Học Mở Hà Nội,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00; A01; D01,22.55,
MHN - Trường Đại Học Mở Hà Nội,7540101,Công nghệ thực phẩm,B00; A00; D07,17,
MHN - Trường Đại Học Mở Hà Nội,7580101,Kiến trúc,V00; V01; V02,22.5,
MHN - Trường Đại Học Mở Hà Nội,7580108,Thiết kế nội thất,H00; H01; H06,20.45,
MHN - Trường Đại Học Mở Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,D01,28.53,
MHN - Trường Đại Học Mở Hà Nội,7810201,Quản trị khách sạn,D01,28.13,
LDA - Trường Đại Học Công Đoàn,7220201,Ngôn ngữ Anh,D01; D14; D15,33,Tiếng Anh nhân hệ số 2
LDA - Trường Đại Học Công Đoàn,7310101,Kinh tế,A00; A01; D01,23.4,
LDA - Trường Đại Học Công Đoàn,7310301,Xã hội học,A01; C00; D01,22.75,
LDA - Trường Đại Học Công Đoàn,7310630,Việt Nam học,C00; D01; D14; D15,22.5,
LDA - Trường Đại Học Công Đoàn,7340101,Quản trị kinh doanh,A00; A01; D01,22.8,
LDA - Trường Đại Học Công Đoàn,7340201,Tài chính - Ngân hàng,A00; A01; D01,23.61,
LDA - Trường Đại Học Công Đoàn,7340301,Kế toán,A00; A01; D01,23.6,
LDA - Trường Đại Học Công Đoàn,7340404,Quản trị nhân lực,A00; A01; D01,23.19,
LDA - Trường Đại Học Công Đoàn,7340408,Quan hệ lao động,A00; A01; D01,19.95,
LDA - Trường Đại Học Công Đoàn,7380101,Luật,A01; C00; D01,26.38,
LDA - Trường Đại Học Công Đoàn,7760101,Công tác xã hội,A01; C00; D01,23.75,
LDA - Trường Đại Học Công Đoàn,7810101,Du lịch,C00; D01; D14; D15,24.63,
LDA - Trường Đại Học Công Đoàn,7850201,Bảo hộ lao động,A00; A01; D01,15.2,
HHA - Trường Đại Học Hàng Hải Việt Nam,A403,Quản lý kinh doanh & Marketing,A01; D01; D07; D15,23.5,
HHA - Trường Đại Học Hàng Hải Việt Nam,A404,Quản lý kinh doanh TMĐT,A01; D01; D07; D15,22.25,
HHA - Trường Đại Học Hàng Hải Việt Nam,A408,Kinh tế Hàng hải,A01; D01; D07; D15,23,
HHA - Trường Đại Học Hàng Hải Việt Nam,A409,Kinh doanh quốc tế & Logistics,A01; D01; D07; D15,24.25,
HHA - Trường Đại Học Hàng Hải Việt Nam,D101,Điều khiển tàu biển,A00; A01; C01; D01,23.5,
HHA - Trường Đại Học Hàng Hải Việt Nam,D102,Khai thác máy tàu biển,A00; A01; C01; D01,22.5,
