SBD,Năm thi,Best_Combo,Best_Combo_Score
2000064,2021,D01,22.450000000000003
2000065,2021,D14,24.35
2000066,2021,D01,25.3
2000067,2021,A01,24.549999999999997
2000068,2021,D01,24.15
2000069,2021,A01,23.75
2000071,2021,D01,25.8
2000072,2021,D01,23.4
2000073,2021,C19,19.25
2000074,2021,D01,23.45
2000075,2021,,
2000076,2021,A01,22.849999999999998
2000078,2021,A01,26.2
2000079,2021,A01,23.9
2000080,2021,D14,26.75
2000081,2021,D01,22.5
2000082,2021,A01,23.0
2000083,2021,D01,23.4
2000084,2021,A01,25.7
2000085,2021,A01,23.15
2000086,2021,D01,24.7
2000087,2021,D01,22.95
2000088,2021,D01,25.05
2000089,2021,D01,25.0
2000090,2021,A01,24.25
2000091,2021,A01,25.95
2000092,2021,A01,26.55
2000093,2021,A01,24.1
2000094,2021,D01,23.55
2000095,2021,A01,24.15
2000096,2021,,
2000097,2021,D01,24.1
2000099,2021,D01,22.15
2000100,2021,D01,24.35
2000101,2021,D01,25.150000000000002
2000102,2021,D01,23.4
2000103,2021,D01,24.4
2000104,2021,A01,22.85
2000105,2021,A01,23.700000000000003
2000106,2021,A01,22.450000000000003
2000107,2021,D01,24.25
2000108,2021,C19,20.25
2000109,2021,A01,26.65
2000110,2021,D01,25.05
2000111,2021,D01,24.55
2000112,2021,D01,24.95
2000113,2021,A01,24.3
2000114,2021,D01,25.35
2000115,2021,C19,24.5
2000116,2021,D01,23.95
2000117,2021,D01,23.299999999999997
2000118,2021,D01,23.4
2000119,2021,D01,19.95
2000120,2021,D01,22.9
2000122,2021,D01,22.0
2000123,2021,D01,24.8
2000124,2021,,
2000125,2021,D01,23.45
2000126,2021,D01,24.35
2000127,2021,D01,24.25
2000128,2021,D01,25.650000000000002
2000129,2021,A01,24.65
2000130,2021,D01,24.15
2000131,2021,D01,23.6
2000132,2021,A01,26.25
2000133,2021,A01,23.5
2000134,2021,A01,24.900000000000002
2000135,2021,D01,21.05
2000136,2021,A01,22.05
2000137,2021,A01,27.05
2000138,2021,A01,26.299999999999997
2000139,2021,A01,26.25
2000140,2021,D01,25.2
2000141,2021,D01,22.299999999999997
2000142,2021,D01,23.95
2000143,2021,D01,23.4
2000144,2021,D01,20.55
2000145,2021,D01,24.200000000000003
2000146,2021,D01,25.0
2000147,2021,A01,25.15
2000148,2021,A01,22.0
2000149,2021,,
2000150,2021,A01,23.950000000000003
2000151,2021,A01,24.950000000000003
2000152,2021,A01,24.95
2000153,2021,A01,25.25
2000154,2021,D01,21.25
2000155,2021,A01,21.85
2000156,2021,A01,24.900000000000002
2000157,2021,A01,26.450000000000003
2000158,2021,A01,23.5
2000159,2021,A01,24.0
2000160,2021,D01,22.9
2000161,2021,A01,22.299999999999997
2000162,2021,D01,23.95
2000163,2021,D01,22.950000000000003
2000164,2021,A01,26.7
2000165,2021,A01,24.35
2000166,2021,A01,21.8
2000167,2021,A01,23.85
2000168,2021,,
2000169,2021,D01,25.0
2000170,2021,A01,24.85
2000171,2021,D01,23.55
2000172,2021,D01,25.1
2000173,2021,D01,22.35
2000174,2021,D01,20.25
2000175,2021,D01,23.9
2000176,2021,D01,23.35
2000177,2021,A01,25.85
2000178,2021,D01,23.85
2000179,2021,C19,25.75
2000180,2021,A01,22.35
2000181,2021,D01,24.15
2000182,2021,A01,22.2
2000183,2021,A01,20.650000000000002
2000184,2021,D01,22.55
2000185,2021,D01,23.45
2000186,2021,A01,26.1
2000187,2021,C19,25.75
2000188,2021,D01,23.299999999999997
2000190,2021,D01,18.25
2000191,2021,D01,18.3
2000192,2021,,
2000193,2021,D01,23.25
2000194,2021,A01,26.150000000000002
2000195,2021,D01,24.1
2000196,2021,D01,24.2
2000197,2021,A01,24.95
2000198,2021,D01,23.85
2000199,2021,D01,22.15
2000201,2021,A01,26.25
2000202,2021,A01,22.0
2000203,2021,D01,21.65
2000204,2021,A01,25.6
2000205,2021,A01,25.700000000000003
2000206,2021,A01,22.95
2000207,2021,A01,24.75
2000208,2021,A01,25.1
2000209,2021,A01,25.85
2000210,2021,A01,24.900000000000002
2000211,2021,,
2000212,2021,D01,22.25
2000213,2021,A01,25.4
2000214,2021,C19,25.0
2000215,2021,A01,24.65
2000216,2021,A01,21.049999999999997
2000217,2021,D01,23.35
2000218,2021,A01,22.15
2000219,2021,A01,25.65
2000220,2021,A01,25.45
2000221,2021,A01,24.15
2000222,2021,D01,20.9
2000223,2021,D01,21.4
2000224,2021,D01,22.6
2000225,2021,A01,24.9
2000226,2021,D01,22.549999999999997
2000227,2021,D01,21.1
2000228,2021,D01,24.55
2000229,2021,D01,23.5
2000230,2021,A01,24.299999999999997
2000231,2021,D01,23.4
2000232,2021,A01,23.35
2000233,2021,D01,26.0
2000234,2021,D01,21.9
2000235,2021,D01,23.35
2000236,2021,A01,24.0
2000237,2021,D01,24.0
2000238,2021,D01,23.35
2000239,2021,D01,22.7
2000240,2021,D01,22.9
2000241,2021,,
2000242,2021,D01,25.55
2000244,2021,D14,24.95
2000245,2021,C19,24.41
2000246,2021,D01,21.43
2000247,2021,D01,23.049999999999997
2000248,2021,D01,25.200000000000003
2000249,2021,D01,22.65
2000250,2021,D01,22.35
2000251,2021,D01,24.35
2000252,2021,D01,22.049999999999997
2000253,2021,A01,21.95
2000254,2021,C19,25.75
2000255,2021,D01,23.1
2000256,2021,A01,24.8
2000257,2021,A01,23.25
2000258,2021,D14,23.15
2000259,2021,D01,23.1
2000260,2021,D01,24.55
2000261,2021,A01,24.25
2000262,2021,A01,22.15
2000263,2021,A01,22.8
2000264,2021,A01,25.75
2000265,2021,D14,22.25
2000266,2021,D01,25.1
2000267,2021,D01,23.11
2000268,2021,D01,24.05
2000269,2021,D01,25.6
2000270,2021,D01,22.25
2000271,2021,A01,17.4
2000272,2021,D01,22.7
2000273,2021,D01,25.0
2000274,2021,A01,21.7
2000275,2021,A01,21.15
2000276,2021,A01,22.8
2000277,2021,A01,24.950000000000003
2000278,2021,D01,24.05
2000279,2021,D01,24.049999999999997
2000280,2021,A01,24.35
2000281,2021,D01,25.25
2000282,2021,,
2000283,2021,A01,24.700000000000003
2000284,2021,A01,25.549999999999997
2000285,2021,D01,25.65
2000286,2021,D01,23.9
2000287,2021,D01,24.15
2000288,2021,A01,25.799999999999997
2000289,2021,D01,24.25
2000290,2021,D01,24.4
2000291,2021,D01,20.25
2000292,2021,D01,24.25
2000293,2021,D01,22.85
2000294,2021,A01,20.950000000000003
2000295,2021,,
2000296,2021,D01,23.25
2000297,2021,A01,25.1
2000298,2021,D01,26.200000000000003
2000299,2021,D01,23.25
2000300,2021,D01,26.0
2000301,2021,D01,23.35
2000302,2021,A01,23.05
2000303,2021,D01,24.1
2000304,2021,D01,22.6
2000305,2021,A01,26.65
2000306,2021,D01,22.0
2000307,2021,D01,25.8
2000308,2021,D01,22.8
2000309,2021,D01,22.55
2000310,2021,D01,25.9
2000311,2021,A01,24.55
2000312,2021,D01,26.05
2000313,2021,A01,25.1
2000314,2021,D01,24.75
2000315,2021,A01,24.049999999999997
2000316,2021,D01,22.200000000000003
2000317,2021,D01,20.75
2000318,2021,D01,24.05
2000319,2021,A01,26.2
2000320,2021,D01,24.7
2000321,2021,A01,24.4
2000322,2021,D01,25.349999999999998
2000323,2021,D01,24.0
2000324,2021,D01,23.43
2000325,2021,D01,23.15
2000326,2021,D01,24.4
2000327,2021,A01,24.75
2000328,2021,D01,22.2
2000329,2021,A01,24.0
2000330,2021,D01,22.8
2000332,2021,A01,24.549999999999997
2000333,2021,A01,25.15
2000334,2021,A01,21.15
2000335,2021,D01,22.299999999999997
2000336,2021,,
2000337,2021,D01,21.85
2000338,2021,A01,25.1
2000339,2021,D01,23.55
2000340,2021,A01,24.1
2000341,2021,A01,24.95
2000342,2021,A01,26.299999999999997
2000343,2021,A01,25.8
2000344,2021,D01,21.6
2000345,2021,D01,25.15
2000346,2021,A01,26.4
2000347,2021,A01,23.75
2000348,2021,A01,26.25
2000349,2021,D01,22.65
2000350,2021,D01,26.450000000000003
2000351,2021,A01,26.299999999999997
2000352,2021,D01,25.15
2000353,2021,D01,21.4
2000355,2021,A01,22.1
2000356,2021,D01,24.049999999999997
2000357,2021,A01,21.549999999999997
2000358,2021,A01,25.25
2000359,2021,A01,24.6
2000360,2021,D01,24.6
2000361,2021,A01,26.1
2000362,2021,D01,24.8
2000363,2021,A01,23.15
2000364,2021,D01,24.5
2000365,2021,A01,24.25
2000366,2021,D14,23.9
2000367,2021,D01,23.15
2000368,2021,C19,26.25
2000369,2021,A01,22.1
2000370,2021,D01,23.6
2000372,2021,A01,23.799999999999997
2000373,2021,A01,22.299999999999997
2000374,2021,D01,21.2
2000375,2021,D01,22.7
2000376,2021,D01,24.0
2000377,2021,A01,26.200000000000003
2000378,2021,A01,23.95
2000379,2021,A01,21.95
2000380,2021,D14,25.3
2000381,2021,D01,25.45
2000383,2021,D01,24.85
2000384,2021,A01,25.1
2000385,2021,A01,27.049999999999997
2000386,2021,D01,21.1
2000387,2021,A01,22.75
2000388,2021,A01,23.9
2000389,2021,A01,24.35
2000390,2021,A01,24.6
2000391,2021,D01,24.6
2000392,2021,A01,27.200000000000003
2000393,2021,A01,25.95
2000394,2021,A01,25.9
2000395,2021,D01,24.55
2000396,2021,A01,23.4
2000397,2021,D01,25.45
2000398,2021,A01,26.05
2000399,2021,D01,24.900000000000002
2000400,2021,D01,21.2
2000401,2021,D01,25.2
2000402,2021,A01,25.3
2000403,2021,D01,21.2
2000404,2021,D01,23.55
2000405,2021,C19,24.5
2000406,2021,D01,25.5
2000407,2021,D01,24.700000000000003
2000408,2021,A01,24.5
2000409,2021,D01,22.3
2000410,2021,D01,22.75
2000411,2021,D14,25.4
2000412,2021,A01,24.0
2000413,2021,D01,22.1
2000414,2021,A01,25.25
2000415,2021,A01,25.400000000000002
2000416,2021,D01,25.549999999999997
2000417,2021,D14,24.3
2000418,2021,A01,25.85
2000419,2021,A01,24.45
2000420,2021,D01,22.1
2000421,2021,A01,25.75
2000422,2021,A01,24.05
2000423,2021,D01,25.6
2000424,2021,A01,22.95
2000425,2021,,
2000426,2021,C19,22.75
2000427,2021,,
2000428,2021,C19,25.75
2000431,2021,D01,23.0
2000432,2021,A01,24.4
2000433,2021,A01,23.200000000000003
2000434,2021,A01,23.900000000000002
2000435,2021,D01,22.95
2000436,2021,D01,22.049999999999997
2000437,2021,D01,24.1
2000438,2021,D01,23.200000000000003
2000439,2021,D01,24.25
2000440,2021,D01,23.9
2000441,2021,D01,24.25
2000442,2021,A01,23.55
2000443,2021,A01,22.9
2000444,2021,D01,22.05
2000445,2021,A01,26.85
2000446,2021,D01,23.7
2000448,2021,D01,24.0
2000449,2021,D01,25.299999999999997
2000450,2021,D01,23.049999999999997
2000451,2021,D01,22.9
2000452,2021,A01,24.2
2000453,2021,D01,22.25
2000454,2021,D01,25.049999999999997
2000455,2021,A01,23.8
2000456,2021,D01,24.95
2000457,2021,D01,24.25
2000458,2021,,
2000459,2021,A01,23.55
2000460,2021,A01,25.35
2000461,2021,D01,24.55
2000462,2021,A01,24.049999999999997
2000463,2021,A01,24.5
2000464,2021,A01,23.0
2000466,2021,A01,24.200000000000003
2000467,2021,A01,26.549999999999997
2000468,2021,D01,25.4
2000469,2021,D01,26.35
2000470,2021,D01,23.4
2000471,2021,D01,24.7
2000472,2021,D01,23.98
2000473,2021,A01,25.1
2000474,2021,D01,24.55
2000475,2021,D14,25.15
2000476,2021,D01,26.15
2000478,2021,D01,25.25
2000479,2021,D01,24.25
2000480,2021,A01,23.55
2000481,2021,D01,23.25
2000482,2021,D14,22.5
2000484,2021,D01,23.2
2000485,2021,A01,21.85
2000486,2021,A01,24.35
2000487,2021,A01,23.8
2000488,2021,D01,24.4
2000489,2021,A01,25.849999999999998
2000490,2021,,
2000491,2021,D01,24.5
2000492,2021,D01,24.85
2000493,2021,C19,23.0
2000494,2021,C19,23.0
2000495,2021,D01,17.65
2000496,2021,C19,25.75
2000497,2021,D01,25.950000000000003
2000498,2021,D01,25.049999999999997
2000499,2021,A01,24.35
2000500,2021,D01,21.65
2000501,2021,A01,25.200000000000003
2000502,2021,A01,25.15
2000503,2021,D01,26.15
2000504,2021,D01,23.05
2000505,2021,D01,23.75
2000506,2021,A01,25.1
2000507,2021,D01,24.25
2000508,2021,D01,25.5
2000509,2021,D01,25.75
2000510,2021,D01,24.9
2000511,2021,,
2000512,2021,A01,25.55
2000513,2021,D01,23.5
2000514,2021,D01,24.0
2000515,2021,D01,23.85
2000516,2021,A01,25.1
2000517,2021,D01,25.05
2000518,2021,D01,25.950000000000003
2000519,2021,D01,25.45
2000520,2021,A01,25.25
2000521,2021,A01,23.049999999999997
2000522,2021,A01,22.95
2000523,2021,D01,24.3
2000524,2021,A01,25.1
2000525,2021,D01,22.3
2000526,2021,D01,23.75
2000527,2021,A01,25.85
2000528,2021,D01,21.45
2000529,2021,A01,23.25
2000530,2021,A01,25.450000000000003
2000531,2021,D01,23.0
2000532,2021,A01,22.5
2000533,2021,D01,25.0
2000534,2021,A01,25.9
2000535,2021,A01,26.3
2000536,2021,D01,24.6
2000537,2021,A01,22.3
2000538,2021,A01,25.25
2000539,2021,D01,25.15
2000540,2021,D01,26.0
2000541,2021,C19,22.75
2000542,2021,D01,24.65
2000543,2021,A01,23.65
2000544,2021,D01,23.65
2000545,2021,D01,21.45
2000546,2021,A01,25.5
2000547,2021,D01,24.5
2000548,2021,D01,23.6
2000549,2021,D01,23.45
2000550,2021,A01,25.2
2000551,2021,A01,24.25
2000552,2021,A01,24.65
2000553,2021,D01,23.5
2000554,2021,D01,26.85
2000555,2021,D01,25.55
2000556,2021,D01,24.9
2000557,2021,A01,24.15
2000558,2021,A01,23.9
2000559,2021,D01,24.75
2000560,2021,A01,23.8
2000561,2021,D01,21.0
2000562,2021,A01,25.45
2000563,2021,A01,21.8
2000564,2021,A01,24.8
2000565,2021,A01,20.55
2000566,2021,D01,20.45
2000567,2021,D01,23.799999999999997
2000568,2021,D01,22.35
2000569,2021,A01,22.7
2000570,2021,D01,24.4
2000571,2021,A01,25.75
2000572,2021,A01,23.85
2000573,2021,A01,24.1
2000575,2021,A01,23.6
2000576,2021,D01,25.3
2000577,2021,D01,22.45
2000578,2021,A01,25.049999999999997
2000579,2021,C00,22.0
2000580,2021,A01,23.0
2000581,2021,D01,23.299999999999997
2000582,2021,A01,24.4
2000584,2021,A01,23.6
2000585,2021,D01,20.65
2000586,2021,D01,22.9
2000587,2021,D01,21.5
2000588,2021,D01,24.4
2000589,2021,C19,21.0
2000590,2021,D01,23.1
2000592,2021,A01,20.8
2000593,2021,A01,21.75
2000594,2021,A01,25.0
2000595,2021,D01,22.0
2000596,2021,A01,20.2
2000597,2021,A01,26.450000000000003
2000598,2021,D01,22.549999999999997
2000599,2021,D01,21.3
2000600,2021,D01,19.65
2000601,2021,D01,23.3
2000602,2021,A01,22.700000000000003
2000603,2021,D01,25.4
2000604,2021,C19,25.25
2000605,2021,A01,20.0
2000606,2021,D01,23.85
2000607,2021,A01,24.799999999999997
2000608,2021,D01,23.4
2000609,2021,D01,23.5
2000610,2021,A01,23.549999999999997
2000611,2021,C19,25.75
2000612,2021,D01,25.25
2000613,2021,D01,22.75
2000614,2021,D01,21.95
2000615,2021,D01,24.15
2000616,2021,D01,22.8
2000617,2021,C19,25.25
2000618,2021,A01,25.150000000000002
2000619,2021,D01,25.3
2000620,2021,D01,25.3
2000621,2021,D01,22.2
2000622,2021,D01,25.1
2000623,2021,D01,23.95
2000624,2021,D01,26.9
2000625,2021,D01,24.7
2000626,2021,A01,22.15
2000627,2021,A01,25.7
2000628,2021,D01,24.700000000000003
2000629,2021,D01,23.6
2000630,2021,D01,23.9
2000631,2021,D01,26.35
2000632,2021,A01,23.450000000000003
2000634,2021,A01,24.9
2000635,2021,A01,26.4
2000636,2021,D01,23.75
2000638,2021,D01,20.35
2000639,2021,C19,24.5
2000640,2021,D01,22.450000000000003
2000642,2021,D01,23.0
2000643,2021,D01,23.65
2000644,2021,D01,24.3
2000645,2021,D01,23.700000000000003
2000646,2021,D01,23.549999999999997
2000647,2021,C19,24.75
2000648,2021,D01,20.1
2000649,2021,D01,24.450000000000003
2000650,2021,D01,25.4
2000651,2021,D01,21.7
2000652,2021,D01,23.7
2000653,2021,A01,18.35
2000654,2021,D01,25.549999999999997
2000655,2021,D01,23.450000000000003
2000656,2021,D01,24.6
2000657,2021,D14,21.05
2000658,2021,C19,26.0
2000659,2021,D01,23.3
2000660,2021,D01,20.05
2000661,2021,D01,23.8
2000662,2021,D01,24.6
2000663,2021,A01,22.3
2000664,2021,D01,24.45
2000665,2021,A01,22.1
2000666,2021,D01,24.6
2000667,2021,A01,24.15
2000669,2021,D01,23.200000000000003
2000670,2021,A01,22.45
2000671,2021,D01,22.1
2000672,2021,A01,21.5
2000673,2021,A01,20.65
2000674,2021,A01,24.1
2000675,2021,D01,22.75
2000676,2021,D01,11.55
2000677,2021,D01,22.75
2000678,2021,D01,20.9
2000679,2021,D01,22.15
2000680,2021,C19,22.25
2000682,2021,D01,23.2
2000684,2021,D01,22.9
2000686,2021,D01,21.15
2000687,2021,A01,21.6
2000688,2021,A01,23.35
2000689,2021,A01,19.9
2000690,2021,D01,22.45
2000691,2021,D01,20.799999999999997
2000692,2021,D01,26.400000000000002
2000693,2021,D01,25.25
2000694,2021,A01,23.95
2000696,2021,D01,19.35
2000697,2021,A01,23.2
2000698,2021,A01,23.65
2000699,2021,A01,18.75
2000700,2021,A01,23.049999999999997
2000701,2021,D01,23.5
2000702,2021,A01,24.1
2000703,2021,A01,23.75
2000704,2021,D01,23.9
2000705,2021,D01,23.0
2000706,2021,D01,22.15
2000707,2021,D01,23.549999999999997
2000708,2021,D14,23.7
2000709,2021,D01,23.9
2000710,2021,D01,20.0
2000711,2021,D01,23.049999999999997
2000712,2021,D01,19.65
2000713,2021,D01,21.85
2000714,2021,D01,22.9
2000715,2021,A01,21.9
2000716,2021,D01,21.2
2000717,2021,D01,25.1
2000718,2021,D01,21.4
2000719,2021,A01,21.85
2000720,2021,D01,19.35
2000721,2021,A01,21.3
2000722,2021,D01,26.45
2000723,2021,D01,23.1
2000724,2021,D01,22.7
2000726,2021,A01,20.55
2000727,2021,,
2000728,2021,D01,21.799999999999997
2000729,2021,D01,23.6
2000730,2021,D01,21.2
2000731,2021,A01,19.299999999999997
2000732,2021,D01,25.650000000000002
2000733,2021,D01,25.05
2000734,2021,D01,24.1
2000735,2021,C19,25.75
2000736,2021,D01,25.95
2000737,2021,A01,23.950000000000003
2000738,2021,D01,21.6
2000739,2021,D01,22.15
2000740,2021,A01,21.15
2000741,2021,D01,23.05
2000742,2021,D01,21.85
2000743,2021,A01,25.35
2000744,2021,D01,21.35
2000745,2021,A01,23.65
2000746,2021,A01,21.8
2000747,2021,A01,23.95
2000748,2021,A01,17.6
2000749,2021,A01,22.1
2000750,2021,D01,23.15
2000751,2021,D01,23.9
2000752,2021,D01,24.55
2000753,2021,D01,23.2
2000754,2021,A01,23.25
2000755,2021,D01,23.05
2000756,2021,C19,25.5
2000757,2021,A01,21.55
2000758,2021,A01,22.45
2000759,2021,D01,23.55
2000760,2021,D01,23.200000000000003
2000761,2021,C19,23.5
2000762,2021,D01,21.75
2000763,2021,D01,20.700000000000003
2000764,2021,A01,22.4
2000765,2021,D01,23.299999999999997
2000766,2021,A01,21.65
2000767,2021,D01,22.95
2000768,2021,A01,23.0
2000769,2021,D01,24.5
2000770,2021,A01,22.2
2000771,2021,A01,23.9
2000772,2021,D01,21.0
2000773,2021,D01,22.3
2000774,2021,D01,16.85
2000775,2021,D01,23.3
2000776,2021,A01,12.25
2000777,2021,A01,22.6
2000778,2021,D01,19.6
2000779,2021,C19,17.5
2000780,2021,A01,22.5
2000781,2021,D01,22.0
2000782,2021,D01,21.65
2000783,2021,C19,26.25
2000784,2021,D01,20.6
2000785,2021,D01,18.65
2000786,2021,A01,20.4
2000787,2021,D01,18.3
2000788,2021,C19,23.25
2000789,2021,A01,24.25
2000790,2021,A01,23.35
2000791,2021,A01,25.55
2000792,2021,A01,23.75
2000795,2021,D01,23.9
2000796,2021,D01,25.799999999999997
2000797,2021,A01,22.55
2000798,2021,D01,21.9
2000799,2021,D01,24.0
2000800,2021,A01,21.75
2000801,2021,D01,22.65
2000802,2021,A01,22.25
2000803,2021,D01,23.0
2000804,2021,D01,24.85
2000805,2021,A01,22.8
2000806,2021,D01,24.3
2000807,2021,A01,25.849999999999998
2000809,2021,D01,21.700000000000003
2000810,2021,A01,24.5
2000811,2021,D01,22.9
2000812,2021,A01,22.25
2000813,2021,D01,24.799999999999997
2000814,2021,A01,24.6
2000815,2021,A01,25.0
2000816,2021,C19,22.25
2000817,2021,D01,23.0
2000818,2021,D01,22.15
2000819,2021,C19,23.5
2000820,2021,A01,22.5
2000821,2021,D01,21.3
2000822,2021,C19,24.25
2000824,2021,A01,22.6
2000825,2021,D01,23.55
2000826,2021,D01,22.700000000000003
2000827,2021,D01,23.25
2000828,2021,C00,21.75
2000829,2021,A01,23.85
2000830,2021,A01,25.45
2000831,2021,D01,23.4
2000832,2021,A01,25.75
2000833,2021,A01,24.85
2000834,2021,D01,23.299999999999997
2000835,2021,D01,22.6
2000836,2021,A01,22.2
2000837,2021,D01,17.47
2000838,2021,D01,20.95
2000839,2021,D01,23.0
2000840,2021,D01,22.35
2000841,2021,D01,23.6
2000842,2021,D01,25.05
2000843,2021,D01,22.4
2000844,2021,D01,20.9
2000845,2021,D01,20.65
2000846,2021,A01,23.75
2000847,2021,A01,24.0
2000848,2021,A01,20.85
2000849,2021,D01,23.9
2000850,2021,D01,21.3
2000851,2021,A01,22.4
2000852,2021,A01,21.7
2000853,2021,D01,23.049999999999997
2000855,2021,D01,23.6
2000856,2021,D01,23.1
2000857,2021,C19,23.25
2000858,2021,A01,24.75
2000859,2021,C19,19.0
2000860,2021,D01,24.15
2000861,2021,D01,22.6
2000862,2021,C19,24.0
2000863,2021,D01,22.3
2000864,2021,D01,19.950000000000003
2000866,2021,A01,21.7
2000867,2021,D01,24.299999999999997
2000868,2021,C19,24.5
2000869,2021,A01,22.95
2000870,2021,D01,21.4
2000871,2021,D01,20.1
2000872,2021,D01,23.299999999999997
2000873,2021,A01,25.45
2000874,2021,D01,21.4
2000875,2021,A01,22.65
2000876,2021,D01,24.25
2000877,2021,D01,23.0
2000878,2021,D01,21.65
2000879,2021,A01,23.7
2000880,2021,A01,24.1
2000881,2021,A01,23.0
2000882,2021,D01,20.9
2000883,2021,A01,22.95
2000884,2021,A01,23.450000000000003
2000885,2021,A01,23.9
2000886,2021,D01,21.25
2000887,2021,A01,24.35
2000888,2021,C19,23.5
2000889,2021,D01,23.1
2000890,2021,D01,21.35
2000891,2021,D01,23.3
2000892,2021,D01,21.5
2000893,2021,D01,20.3
2000894,2021,A01,20.95
2000895,2021,A01,24.6
2000896,2021,D01,20.9
2000897,2021,D01,23.25
2000898,2021,C19,23.75
2000899,2021,D01,23.85
2000900,2021,C19,21.75
2000901,2021,D01,25.45
2000902,2021,D01,22.049999999999997
2000903,2021,D01,21.15
2000904,2021,A01,21.950000000000003
2000905,2021,D01,24.55
2000907,2021,C19,24.5
2000908,2021,A01,21.35
2000909,2021,D01,20.5
2000910,2021,D01,25.3
2000911,2021,C19,25.25
2000912,2021,A01,22.15
2000913,2021,D01,21.450000000000003
2000914,2021,D01,23.25
2000915,2021,D01,20.95
2000916,2021,D01,20.5
2000917,2021,C19,23.5
2000918,2021,D01,22.299999999999997
2000919,2021,D01,22.1
2000920,2021,D14,23.97
2000921,2021,D01,24.0
2000922,2021,A01,23.65
2000923,2021,D01,22.45
2000924,2021,D01,22.75
2000925,2021,A01,22.7
2000926,2021,D01,21.5
2000927,2021,D01,20.9
2000928,2021,A01,24.1
2000929,2021,D01,20.75
2000930,2021,D01,22.95
2000931,2021,D01,22.6
2000932,2021,A01,21.0
2000933,2021,D01,22.5
2000934,2021,C19,23.75
2000935,2021,D01,23.5
2000936,2021,D01,23.0
2000937,2021,D01,23.9
2000939,2021,D01,22.7
2000940,2021,C19,24.0
2000941,2021,D01,22.5
2000942,2021,D01,23.700000000000003
2000943,2021,C19,24.75
2000946,2021,A01,22.55
2000947,2021,A01,21.25
2000948,2021,A01,21.05
2000949,2021,D01,20.1
2000950,2021,C19,25.75
2000951,2021,D01,23.299999999999997
2000952,2021,D01,21.5
2000953,2021,D01,23.55
2000954,2021,C19,14.0
2000955,2021,D01,21.95
2000956,2021,D01,23.200000000000003
2000957,2021,A01,18.95
2000958,2021,D01,22.55
2000959,2021,D01,22.45
2000960,2021,D01,24.15
2000961,2021,D01,22.0
2000962,2021,A01,22.95
2000963,2021,D01,24.049999999999997
2000964,2021,D01,20.35
2000965,2021,D01,26.299999999999997
2000966,2021,C19,16.25
2000967,2021,A01,19.45
2000968,2021,C19,21.83
2000969,2021,A01,22.35
2000970,2021,D01,21.25
2000971,2021,A01,23.549999999999997
2000972,2021,C19,25.0
2000973,2021,C19,24.75
2000974,2021,D01,23.55
2000975,2021,C19,22.75
2000976,2021,D01,26.35
2000977,2021,C19,20.75
2000978,2021,A01,23.95
2000979,2021,A01,22.35
2000980,2021,D01,22.15
2000981,2021,A01,23.7
2000982,2021,A01,24.75
2000983,2021,A01,24.25
2000984,2021,D01,22.35
2000985,2021,A01,22.6
2000986,2021,A01,23.8
2000987,2021,D01,25.0
2000988,2021,A01,23.15
2000989,2021,D01,20.7
2000990,2021,A01,22.0
2000991,2021,C19,23.0
2000992,2021,D01,22.9
2000993,2021,D01,24.12
2000994,2021,A01,26.45
2000995,2021,A01,22.549999999999997
2000996,2021,D01,24.299999999999997
2000997,2021,A01,24.200000000000003
2000998,2021,D01,23.45
2000999,2021,D01,24.75
2001000,2021,D01,23.5
2001001,2021,A01,22.0
2001002,2021,D01,24.15
2001003,2021,A01,24.55
2001004,2021,D01,23.5
2001005,2021,,
2001006,2021,D01,21.35
2001007,2021,A01,20.6
2001008,2021,A01,24.65
2001009,2021,C19,20.75
2001010,2021,A01,22.4
2001011,2021,D01,23.75
2001012,2021,A01,23.8
2001013,2021,D01,21.35
2001014,2021,C19,24.75
2001015,2021,A01,24.55
2001016,2021,D01,23.85
2001017,2021,D01,20.95
2001018,2021,D01,23.2
2001019,2021,D01,17.7
2001021,2021,D01,23.4
2001022,2021,D01,22.25
2001023,2021,C19,24.75
2001024,2021,D01,21.75
2001025,2021,A01,24.8
2001026,2021,A01,22.25
2001027,2021,A01,17.2
2001028,2021,D01,24.8
2001029,2021,D01,22.45
2001030,2021,D01,18.3
2001031,2021,D01,21.1
2001032,2021,A01,23.35
2001033,2021,D01,23.25
2001035,2021,C19,25.25
2001036,2021,C19,23.25
2001037,2021,C19,26.25
2001038,2021,A01,20.35
2001039,2021,D01,21.35
2001040,2021,D01,24.3
2001041,2021,D01,21.1
2001042,2021,D01,21.05
2001043,2021,C19,26.5
2001044,2021,D01,20.8
2001045,2021,D01,24.5
2001046,2021,D01,22.5
2001047,2021,A01,21.4
2001048,2021,A01,22.6
2001049,2021,D14,23.3
2001050,2021,A01,23.700000000000003
2001051,2021,A01,22.45
2001052,2021,A01,21.25
2001053,2021,D01,20.75
2001054,2021,C19,21.75
2001056,2021,D01,23.9
2001057,2021,C19,25.0
2001058,2021,A01,22.9
2001059,2021,D01,23.799999999999997
2001061,2021,A01,22.0
2001062,2021,A01,22.85
2001063,2021,D01,21.45
2001064,2021,D01,21.65
2001065,2021,A01,23.5
2001066,2021,A01,26.6
2001067,2021,D01,23.65
2001068,2021,D01,22.0
2001069,2021,D01,23.7
2001070,2021,D01,25.0
2001071,2021,D01,22.85
2001072,2021,D01,19.1
2001073,2021,A01,16.9
